9.999999999999999e-12,-1.221362504486092e-185
2e-11,-2.690381489451119e-185
3e-11,-7.382021966344738e-185
4e-11,-2.088526823470111e-184
5e-11,-5.923412279185636e-184
6e-11,-1.678117791576424e-183
6.999999999999999e-11,-4.746780797972591e-183
8e-11,-1.34053481168622e-182
9e-11,-3.779688465511503e-182
9.999999999999999e-11,-1.063977167792205e-181
1.1e-10,-2.990244764457154e-181
1.2e-10,-8.390330604240605e-181
1.3e-10,-2.350439625572604e-180
1.4e-10,-6.573801855729898e-180
1.5e-10,-1.835614153520545e-179
1.6e-10,-5.117328112090987e-179
1.7e-10,-1.424301763678519e-178
1.8e-10,-3.957832860400054e-178
1.9e-10,-1.098017822531481e-177
2e-10,-3.041288686570481e-177
2.1e-10,-8.410117060280886e-177
2.2e-10,-2.321894039112305e-176
2.3e-10,-6.399978895957141e-176
2.4e-10,-1.761206618260794e-175
2.5e-10,-4.838798456101498e-175
2.6e-10,-1.327272376832326e-174
2.7e-10,-3.634776576448472e-174
2.8e-10,-9.93780282757548e-174
2.9e-10,-2.712675679220726e-173
3e-10,-7.392648729332717e-173
3.1e-10,-2.01139250309909e-172
3.2e-10,-5.46371462153681e-172
3.3e-10,-1.481745032558865e-171
3.4e-10,-4.011927879654882e-171
3.5e-10,-1.08449310684903e-170
3.6e-10,-2.926809097501023e-170
3.7e-10,-7.885982390045969e-170
3.8e-10,-2.121343044419305e-169
3.9e-10,-5.697175436917961e-169
4e-10,-1.52757226959591e-168
4.1e-10,-4.089190311422192e-168
4.2e-10,-1.092864124116521e-167
4.3e-10,-2.916004657943514e-167
4.4e-10,-7.767895376071267e-167
4.5e-10,-2.065910716525439e-166
4.6e-10,-5.485455253821514e-166
4.699999999999999e-10,-1.454141526561296e-165
4.8e-10,-3.848517605197928e-165
4.9e-10,-1.016887739681784e-164
4.999999999999999e-10,-2.682533870961272e-164
5.1e-10,-7.064965205496596e-164
5.2e-10,-1.857664983177914e-163
5.299999999999999e-10,-4.87660146782883e-163
5.4e-10,-1.27808456650677e-162
5.5e-10,-3.344216056163273e-162
5.599999999999999e-10,-8.736177245027819e-162
5.7e-10,-2.278457236545425e-161
5.8e-10,-5.932703328824312e-161
5.899999999999999e-10,-1.542256672036455e-160
6e-10,-4.002699036708447e-160
6.1e-10,-1.037149705665902e-159
6.199999999999999e-10,-2.683009293388444e-159
6.3e-10,-6.929391679858547e-159
6.4e-10,-1.786735392421261e-158
6.499999999999999e-10,-4.599573493154346e-158
6.6e-10,-1.182135003059897e-157
6.7e-10,-3.033254057909236e-157
6.799999999999999e-10,-7.770387926003411e-157
6.9e-10,-1.987324695580948e-156
7e-10,-5.074429089412809e-156
7.099999999999999e-10,-1.293593415041252e-155
7.2e-10,-3.292309665281997e-155
7.3e-10,-8.365576162833702e-155
7.399999999999999e-10,-2.122185626677533e-154
7.5e-10,-5.374811597646769e-154
7.6e-10,-1.359050287349458e-153
7.699999999999999e-10,-3.430838340158156e-153
7.8e-10,-8.646841059777865e-153
7.9e-10,-2.175741228275915e-152
7.999999999999999e-10,-5.465747998178438e-152
8.1e-10,-1.370833230039597e-151
8.2e-10,-3.432514342560091e-151
8.299999999999999e-10,-8.580900801430805e-151
8.4e-10,-2.141638943921543e-150
8.5e-10,-5.336451374263134e-150
8.599999999999999e-10,-1.327552978834376e-149
8.7e-10,-3.297192109254622e-149
8.8e-10,-8.17579159016712e-149
8.899999999999999e-10,-2.023991254857838e-148
9e-10,-5.002427494149197e-148
9.1e-10,-1.234373022306833e-147
9.199999999999999e-10,-3.040924155758725e-147
9.3e-10,-7.479256155694903e-147
