6-4.9736i
5.706-4.7252i
5.4237-4.4781i
5.1529-4.2336i
4.8934-3.9926i
4.645-3.7562i
4.4074-3.5251i
4.1803-3.3003i
3.9635-3.0823i
3.7568-2.8718i
3.56-2.6692i
3.3728-2.475i
3.1949-2.2894i
3.0261-2.1128i
2.8662-1.9452i
2.715-1.7867i
2.5722-1.6373i
2.4375-1.4969i
2.3107-1.3655i
2.1916-1.2427i
2.08-1.1285i
1.9756-1.0224i
1.8781-0.92426i
1.7873-0.83363i
1.703-0.75017i
1.625-0.67351i
1.553-0.60323i
1.4867-0.53895i
1.4259-0.48025i
1.3704-0.42674i
1.32-0.37803i
1.2744-0.33374i
1.2333-0.29351i
1.1965-0.25701i
1.1638-0.2239i
1.135-0.19391i
1.1098-0.16677i
1.0879-0.14223i
1.0691-0.1201i
1.0532-0.10018i
1.04-0.082322i
1.0292-0.066402i
1.0205-0.052317i
1.0137-0.039987i
1.0086-0.029357i
1.005-0.020387i
1.0026-0.013055i
1.0011-0.0073492i
1.0003-0.0032692i
1-0.00081789i
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
